,NAME,VTD,G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,G16PRESKen_x,G16PREISmi_x,G16PREGSte_x,G16PREOth_x,geometry,county,join_col,County,Precinct,G16PRERTru_y,G16PREDCli_y,G16PREIDeL_y,G16PRELJoh_y,G16PRESKen_y,G16PREISmi_y,G16PREGSte_y,G16PREOth_y,_merge
3613,,,,,,,,,,,,,17 Town Acres,Washington,17 Town Acres,1715.0,882.0,4.0,97.0,3.0,4.0,25.0,10.0,right_only
3614,,,,,,,,,,,,,20 Visitor's Center,Washington,20 Visitor's Center,1588.0,674.0,5.0,76.0,3.0,3.0,18.0,4.0,right_only
3615,,,,,,,,,,,,,25 Millennium,Washington,25 Millennium,648.0,750.0,5.0,73.0,3.0,5.0,44.0,6.0,right_only
3616,,,,,,,,,,,,,30 Grace,Washington,30 Grace,876.0,682.0,1.0,63.0,1.0,9.0,22.0,5.0,right_only
3617,,,,,,,,,,,,,32 Cherokee Out,Washington,32 Cherokee Out,775.0,177.0,4.0,24.0,0.0,3.0,5.0,3.0,right_only
3618,,,,,,,,,,,,,34 New Victory,Washington,34 New Victory,769.0,205.0,2.0,17.0,0.0,3.0,9.0,3.0,right_only
3619,,,,,,,,,,,,,1 Waynesboro,Wayne,1 Waynesboro,757.0,139.0,2.0,8.0,0.0,1.0,0.0,0.0,right_only
3620,,,,,,,,,,,,,3-1 Beech Creek,Wayne,3-1 Beech Creek,233.0,36.0,1.0,3.0,1.0,2.0,1.0,0.0,right_only
3621,,,,,,,,,,,,,3-2 Crazy Horse,Wayne,3-2 Crazy Horse,356.0,49.0,0.0,4.0,1.0,2.0,0.0,0.0,right_only
3622,,,,,,,,,,,,,3-3 Eagle Creek,Wayne,3-3 Eagle Creek,149.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,right_only
3623,,,,,,,,,,,,,4-1 Collinwood,Wayne,4-1 Collinwood,506.0,74.0,1.0,5.0,0.0,0.0,0.0,4.0,right_only
3624,,,,,,,,,,,,,4-2 Shawnettee,Wayne,4-2 Shawnettee,319.0,30.0,0.0,1.0,0.0,1.0,3.0,0.0,right_only
3625,,,,,,,,,,,,,5-1 Big Cypress,Wayne,5-1 Big Cypress,362.0,39.0,0.0,1.0,0.0,1.0,2.0,0.0,right_only
3626,,,,,,,,,,,,,5-2 Lutts,Wayne,5-2 Lutts,297.0,24.0,0.0,5.0,0.0,1.0,1.0,1.0,right_only
3627,,,,,,,,,,,,,5-3 Wayne Co High,Wayne,5-3 Wayne Co High,201.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,right_only
3628,,,,,,,,,,,,,6-1 Holly Creek,Wayne,6-1 Holly Creek,263.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,right_only
3629,,,,,,,,,,,,,6-2 South Gate,Wayne,6-2 South Gate,611.0,62.0,2.0,10.0,0.0,2.0,0.0,0.0,right_only
3630,,,,,,,,,,,,,7-1 Buffalo River,Wayne,7-1 Buffalo River,307.0,46.0,0.0,5.0,1.0,0.0,0.0,0.0,right_only
3631,,,,,,,,,,,,,7-2 Ovilla,Wayne,7-2 Ovilla,488.0,65.0,2.0,2.0,0.0,1.0,0.0,0.0,right_only
3632,,,,,,,,,,,,,1A Palmersville,Weakley,1A Palmersville,621.0,117.0,2.0,8.0,1.0,1.0,3.0,1.0,right_only
3633,,,,,,,,,,,,,1B Latham,Weakley,1B Latham,599.0,102.0,1.0,10.0,1.0,1.0,1.0,0.0,right_only
3634,,,,,,,,,,,,,2A Gleason,Weakley,2A Gleason,1134.0,203.0,4.0,16.0,2.0,5.0,1.0,3.0,right_only
3635,,,,,,,,,,,,,3A Greenfield,Weakley,3A Greenfield,1060.0,263.0,2.0,18.0,0.0,3.0,1.0,2.0,right_only
3636,,,,,,,,,,,,,4A Sharon,Weakley,4A Sharon,1242.0,246.0,2.0,26.0,1.0,6.0,4.0,8.0,right_only
3637,,,,,,,,,,,,,5A Martin CoC,Weakley,5A Martin CoC,761.0,405.0,1.0,36.0,0.0,3.0,15.0,8.0,right_only
3638,,,,,,,,,,,,,6A Trinity,Weakley,6A Trinity,388.0,338.0,1.0,22.0,0.0,3.0,9.0,5.0,right_only
3639,,,,,,,,,,,,,7A Martin Shepherd's,Weakley,7A Martin Shepherd's,1154.0,410.0,4.0,41.0,0.0,5.0,10.0,15.0,right_only
3640,,,,,,,,,,,,,8A Martin FUMC,Weakley,8A Martin FUMC,1063.0,381.0,6.0,25.0,4.0,6.0,9.0,1.0,right_only
3641,,,,,,,,,,,,,9A Dresden,Weakley,9A Dresden,986.0,307.0,2.0,18.0,1.0,6.0,9.0,5.0,right_only
3642,,,,,,,,,,,,,1-1 Sparta Civic,White,1-1 Sparta Civic,602.0,237.0,4.0,15.0,5.0,4.0,1.0,6.0,right_only
3643,,,,,,,,,,,,,1-2 Sparta Civic,White,1-2 Sparta Civic,184.0,64.0,0.0,3.0,0.0,1.0,2.0,0.0,right_only
3644,,,,,,,,,,,,,2-1 Ag Fair Complex,White,2-1 Ag Fair Complex,533.0,175.0,0.0,10.0,1.0,2.0,3.0,5.0,right_only
3645,,,,,,,,,,,,,2-2 Woodland Park,White,2-2 Woodland Park,405.0,126.0,3.0,9.0,2.0,1.0,5.0,1.0,right_only
3646,,,,,,,,,,,,,3-1 Ag Fair Complex,White,3-1 Ag Fair Complex,1259.0,244.0,2.0,17.0,2.0,8.0,9.0,4.0,right_only
3647,,,,,,,,,,,,,4-1 Woodland Park,White,4-1 Woodland Park,394.0,70.0,1.0,9.0,0.0,2.0,4.0,1.0,right_only
3648,,,,,,,,,,,,,4-2 Bondecroft,White,4-2 Bondecroft,772.0,178.0,0.0,15.0,2.0,3.0,3.0,2.0,right_only
3649,,,,,,,,,,,,,5-1 Doyle Civic,White,5-1 Doyle Civic,1009.0,220.0,3.0,13.0,3.0,4.0,4.0,1.0,right_only
3650,,,,,,,,,,,,,6-1 Central View,White,6-1 Central View,253.0,57.0,2.0,8.0,1.0,0.0,4.0,3.0,right_only
3651,,,,,,,,,,,,,6-2 Cassville,White,6-2 Cassville,923.0,178.0,3.0,12.0,0.0,2.0,4.0,2.0,right_only
3652,,,,,,,,,,,,,7-1 Northfield,White,7-1 Northfield,1337.0,296.0,4.0,38.0,6.0,12.0,6.0,7.0,right_only
3653,,,,,,,,,,,,,9-4,Williamson,9-4,911.0,335.0,0.0,50.0,0.0,0.0,7.0,5.0,right_only
3654,,,,,,,,,,,,,9-5,Williamson,9-5,623.0,190.0,0.0,24.0,1.0,4.0,0.0,8.0,right_only
3655,,,,,,,,,,,,,Provisional,Wilson,Provisional,102.0,29.0,0.0,6.0,1.0,0.0,0.0,1.0,right_only
