,NAME,VTD,G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,G16PRESKen_x,G16PREISmi_x,G16PREGSte_x,G16PREOth_x,geometry,county,join_col,County,Precinct,G16PRERTru_y,G16PREDCli_y,G16PREIDeL_y,G16PRELJoh_y,G16PRESKen_y,G16PREISmi_y,G16PREGSte_y,G16PREOth_y,_merge
3056,,,,,,,,,,,,,3-1 East CC,Hickman,3-1 East CC,655.0,219.0,3.0,19.0,3.0,2.0,3.0,1.0,right_only
3057,,,,,,,,,,,,,4-1 Lake Benson,Hickman,4-1 Lake Benson,832.0,204.0,5.0,30.0,2.0,2.0,6.0,3.0,right_only
3058,,,,,,,,,,,,,5-1 Mt. Pleasant,Hickman,5-1 Mt. Pleasant,324.0,101.0,0.0,7.0,1.0,0.0,0.0,0.0,right_only
3059,,,,,,,,,,,,,5-2 Middle School,Hickman,5-2 Middle School,271.0,58.0,2.0,17.0,0.0,0.0,0.0,0.0,right_only
3060,,,,,,,,,,,,,5-3 Shady Grove,Hickman,5-3 Shady Grove,277.0,91.0,2.0,19.0,1.0,0.0,2.0,0.0,right_only
3061,,,,,,,,,,,,,6-1 Justice Center,Hickman,6-1 Justice Center,901.0,401.0,1.0,25.0,3.0,4.0,10.0,11.0,right_only
3062,,,,,,,,,,,,,7-1 Nunnelly,Hickman,7-1 Nunnelly,221.0,66.0,0.0,2.0,1.0,0.0,1.0,0.0,right_only
3063,,,,,,,,,,,,,7-2 Pleasantville,Hickman,7-2 Pleasantville,174.0,36.0,0.0,5.0,1.0,1.0,1.0,1.0,right_only
3064,,,,,,,,,,,,,7-3 Brushy,Hickman,7-3 Brushy,470.0,137.0,2.0,5.0,1.0,2.0,6.0,11.0,right_only
3065,,,,,,,,,,,,,7-4 Coble,Hickman,7-4 Coble,186.0,45.0,0.0,1.0,2.0,1.0,2.0,7.0,right_only
3066,,,,,,,,,,,,,Stewart,Houston,Stewart,334.0,112.0,0.0,11.0,0.0,3.0,4.0,0.0,right_only
3067,,,,,,,,,,,,,Tennessee Ridge,Houston,Tennessee Ridge,312.0,116.0,0.0,15.0,0.0,0.0,1.0,0.0,right_only
3068,,,,,,,,,,,,,Erin,Houston,Erin,267.0,133.0,3.0,14.0,2.0,1.0,1.0,0.0,right_only
3069,,,,,,,,,,,,,Arlington,Houston,Arlington,314.0,133.0,1.0,19.0,0.0,2.0,1.0,0.0,right_only
3070,,,,,,,,,,,,,Erin Elementary,Houston,Erin Elementary,306.0,110.0,3.0,14.0,1.0,0.0,1.0,0.0,right_only
3071,,,,,,,,,,,,,Houston Co Middle,Houston,Houston Co Middle,318.0,132.0,1.0,10.0,1.0,0.0,2.0,0.0,right_only
3072,,,,,,,,,,,,,Griffins Chapel,Houston,Griffins Chapel,331.0,130.0,1.0,5.0,0.0,1.0,2.0,0.0,right_only
3073,,,,,,,,,,,,,1-1 Jera,Humphreys,1-1 Jera,171.0,64.0,1.0,6.0,0.0,2.0,0.0,0.0,right_only
3074,,,,,,,,,,,,,4-5 NJMC,Humphreys,4-5 NJMC,773.0,293.0,3.0,25.0,1.0,7.0,0.0,3.0,right_only
3075,,,,,,,,,,,,,7-8 North McEwen,Humphreys,7-8 North McEwen,859.0,237.0,1.0,27.0,2.0,3.0,4.0,2.0,right_only
3076,,,,,,,,,,,,,1 Dandridge ES,Jefferson,1 Dandridge ES,1703.0,416.0,5.0,53.0,2.0,5.0,7.0,12.0,right_only
3077,,,,,,,,,,,,,2 Piedmont,Jefferson,2 Piedmont,1625.0,291.0,2.0,44.0,4.0,5.0,12.0,4.0,right_only
3078,,,,,,,,,,,,,3 White Pine,Jefferson,3 White Pine,2211.0,386.0,3.0,65.0,2.0,18.0,10.0,7.0,right_only
3079,,,,,,,,,,,,,4 Jefferson ES,Jefferson,4 Jefferson ES,1217.0,456.0,2.0,57.0,3.0,11.0,19.0,9.0,right_only
3080,,,,,,,,,,,,,5 Jefferson Middle,Jefferson,5 Jefferson Middle,1520.0,373.0,1.0,52.0,5.0,7.0,14.0,7.0,right_only
3081,,,,,,,,,,,,,6 Rush Strong,Jefferson,6 Rush Strong,1203.0,288.0,4.0,42.0,1.0,8.0,11.0,3.0,right_only
3082,,,,,,,,,,,,,7 New Market,Jefferson,7 New Market,1417.0,315.0,5.0,55.0,2.0,9.0,9.0,4.0,right_only
3083,,,,,,,,,,,,,8-1 Chestnut Hill,Jefferson,8-1 Chestnut Hill,924.0,254.0,1.0,24.0,1.0,1.0,6.0,3.0,right_only
3084,,,,,,,,,,,,,8-2 Swannsylvania,Jefferson,8-2 Swannsylvania,727.0,146.0,2.0,18.0,2.0,1.0,3.0,0.0,right_only
3085,,,,,,,,,,,,,9 Talbott School,Jefferson,9 Talbott School,1413.0,233.0,6.0,35.0,0.0,6.0,14.0,2.0,right_only
3086,,,,,,,,,,,,,10 Jeff City Fire Dp,Jefferson,10 Jeff City Fire Dp,816.0,336.0,3.0,52.0,0.0,5.0,10.0,7.0,right_only
3087,,,,,,,,,,,,,5 Doe,Johnson,5 Doe,693.0,124.0,3.0,12.0,1.0,1.0,2.0,0.0,right_only
3088,,,,,,,,,,,,,06 Green School,Knox,06 Green School,328.0,870.0,0.0,79.0,0.0,3.0,20.0,14.0,right_only
3089,,,,,,,,,,,,,09 Eternal Life Harvest,Knox,09 Eternal Life Harvest,57.0,349.0,0.0,16.0,1.0,2.0,10.0,0.0,right_only
3090,,,,,,,,,,,,,10N Fort Sanders,Knox,10N Fort Sanders,254.0,635.0,3.0,81.0,0.0,1.0,26.0,9.0,right_only
3091,,,,,,,,,,,,,10S Howard Baker Center,Knox,10S Howard Baker Center,195.0,396.0,0.0,45.0,0.0,2.0,13.0,2.0,right_only
3092,,,,,,,,,,,,,10W Howard Baker Center,Knox,10W Howard Baker Center,46.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,right_only
3093,,,,,,,,,,,,,11 Central UMC,Knox,11 Central UMC,247.0,874.0,4.0,46.0,3.0,8.0,54.0,3.0,right_only
3094,,,,,,,,,,,,,12 Eastport,Knox,12 Eastport,78.0,1089.0,3.0,10.0,1.0,5.0,8.0,0.0,right_only
3095,,,,,,,,,,,,,13 Fair Garden,Knox,13 Fair Garden,178.0,1076.0,11.0,25.0,6.0,6.0,7.0,4.0,right_only
3096,,,,,,,,,,,,,14 Austin-East,Knox,14 Austin-East,31.0,463.0,1.0,4.0,0.0,2.0,8.0,0.0,right_only
3097,,,,,,,,,,,,,15 John T. O'Connor,Knox,15 John T. O'Connor,132.0,673.0,2.0,34.0,1.0,5.0,25.0,2.0,right_only
3098,,,,,,,,,,,,,16 Larry Cox Sr Center,Knox,16 Larry Cox Sr Center,1069.0,1484.0,9.0,126.0,4.0,8.0,68.0,25.0,right_only
3099,,,,,,,,,,,,,17 Christenberry,Knox,17 Christenberry,356.0,512.0,3.0,26.0,2.0,2.0,29.0,7.0,right_only
3100,,,,,,,,,,,,,18 Lincoln Park,Knox,18 Lincoln Park,292.0,485.0,1.0,32.0,1.0,4.0,23.0,5.0,right_only
3101,,,,,,,,,,,,,19E Thrive Lonsdale,Knox,19E Thrive Lonsdale,142.0,440.0,2.0,11.0,1.0,4.0,9.0,1.0,right_only
3102,,,,,,,,,,,,,19W Thrive Lonsdale,Knox,19W Thrive Lonsdale,109.0,223.0,1.0,16.0,1.0,1.0,5.0,3.0,right_only
3103,,,,,,,,,,,,,20 Beaumont,Knox,20 Beaumont,104.0,167.0,1.0,6.0,5.0,1.0,5.0,1.0,right_only
3104,,,,,,,,,,,,,23 Westview,Knox,23 Westview,300.0,215.0,3.0,13.0,1.0,3.0,10.0,3.0,right_only
3105,,,,,,,,,,,,,24Q Sequoyah Hills,Knox,24Q Sequoyah Hills,881.0,1125.0,4.0,107.0,1.0,13.0,20.0,25.0,right_only
3106,,,,,,,,,,,,,25 South Knox CC,Knox,25 South Knox CC,953.0,988.0,5.0,108.0,8.0,13.0,31.0,16.0,right_only
3107,,,,,,,,,,,,,26 Dogwood,Knox,26 Dogwood,767.0,1116.0,5.0,103.0,1.0,13.0,46.0,16.0,right_only
3108,,,,,,,,,,,,,27 South Knox,Knox,27 South Knox,633.0,441.0,3.0,61.0,3.0,3.0,18.0,7.0,right_only
3109,,,,,,,,,,,,,29 Anderson,Knox,29 Anderson,712.0,466.0,2.0,66.0,1.0,7.0,27.0,8.0,right_only
3110,,,,,,,,,,,,,30 Sarah Moore Greene,Knox,30 Sarah Moore Greene,192.0,693.0,2.0,20.0,0.0,1.0,10.0,3.0,right_only
3111,,,,,,,,,,,,,31 Chilhowee,Knox,31 Chilhowee,408.0,615.0,0.0,41.0,2.0,5.0,14.0,6.0,right_only
3112,,,,,,,,,,,,,32 Spring Hill,Knox,32 Spring Hill,525.0,524.0,4.0,32.0,0.0,10.0,10.0,9.0,right_only
3113,,,,,,,,,,,,,33 Richard Yoakley,Knox,33 Richard Yoakley,728.0,583.0,6.0,57.0,2.0,7.0,21.0,15.0,right_only
3114,,,,,,,,,,,,,34 Fountain City Library,Knox,34 Fountain City Library,465.0,445.0,3.0,51.0,1.0,2.0,10.0,2.0,right_only
3115,,,,,,,,,,,,,35 Shannondale,Knox,35 Shannondale,765.0,552.0,1.0,57.0,4.0,2.0,13.0,7.0,right_only
3116,,,,,,,,,,,,,36 Gresham,Knox,36 Gresham,953.0,731.0,7.0,86.0,0.0,10.0,16.0,14.0,right_only
3117,,,,,,,,,,,,,37 Inskip Elementary,Knox,37 Inskip Elementary,1847.0,1403.0,13.0,158.0,5.0,21.0,56.0,21.0,right_only
3118,,,,,,,,,,,,,39 Inskip Rec Center,Knox,39 Inskip Rec Center,553.0,344.0,3.0,47.0,4.0,6.0,11.0,6.0,right_only
3119,,,,,,,,,,,,,40 Norwood,Knox,40 Norwood,863.0,575.0,4.0,64.0,3.0,13.0,12.0,15.0,right_only
3120,,,,,,,,,,,,,41 Norwood,Knox,41 Norwood,622.0,447.0,4.0,51.0,1.0,11.0,14.0,3.0,right_only
3121,,,,,,,,,,,,,42 Pleasant Ridge,Knox,42 Pleasant Ridge,709.0,487.0,3.0,79.0,1.0,4.0,15.0,8.0,right_only
3122,,,,,,,,,,,,,43 West Haven,Knox,43 West Haven,695.0,557.0,2.0,74.0,1.0,7.0,15.0,14.0,right_only
3123,,,,,,,,,,,,,44 Ridgedale,Knox,44 Ridgedale,1145.0,861.0,1.0,122.0,5.0,13.0,24.0,14.0,right_only
3124,,,,,,,,,,,,,45 Bearden Middle,Knox,45 Bearden Middle,2001.0,1338.0,12.0,166.0,4.0,19.0,36.0,37.0,right_only
3125,,,,,,,,,,,,,46 1st Nazarene,Knox,46 1st Nazarene,1357.0,1180.0,9.0,135.0,2.0,12.0,30.0,32.0,right_only
3126,,,,,,,,,,,,,47 Bearden High,Knox,47 Bearden High,1741.0,1907.0,10.0,226.0,12.0,21.0,51.0,44.0,right_only
3127,,,,,,,,,,,,,48 Pond Gap,Knox,48 Pond Gap,414.0,518.0,1.0,67.0,2.0,8.0,21.0,12.0,right_only
3128,,,,,,,,,,,,,49 Bearden Elementary,Knox,49 Bearden Elementary,358.0,770.0,6.0,71.0,3.0,2.0,21.0,11.0,right_only
3129,,,,,,,,,,,,,50N West High,Knox,50N West High,108.0,176.0,0.0,23.0,2.0,2.0,4.0,1.0,right_only
3130,,,,,,,,,,,,,50S West High,Knox,50S West High,175.0,286.0,2.0,18.0,2.0,6.0,13.0,5.0,right_only
3131,,,,,,,,,,,,,51 Deane Hill Rec Ctr,Knox,51 Deane Hill Rec Ctr,1173.0,749.0,2.0,100.0,2.0,7.0,17.0,23.0,right_only
3132,,,,,,,,,,,,,55 Lonas,Knox,55 Lonas,1390.0,922.0,5.0,124.0,3.0,24.0,25.0,24.0,right_only
3133,,,,,,,,,,,,,56 Heiskell,Knox,56 Heiskell,899.0,210.0,1.0,35.0,0.0,5.0,4.0,7.0,right_only
3134,,,,,,,,,,,,,57 Hills,Knox,57 Hills,326.0,62.0,1.0,10.0,0.0,1.0,2.0,0.0,right_only
3135,,,,,,,,,,,,,58N Pedigo,Knox,58N Pedigo,249.0,43.0,1.0,6.0,0.0,1.0,1.0,0.0,right_only
3136,,,,,,,,,,,,,58S Pedigo,Knox,58S Pedigo,1626.0,339.0,3.0,61.0,0.0,8.0,4.0,23.0,right_only
3137,,,,,,,,,,,,,59 Brickey,Knox,59 Brickey,2917.0,821.0,7.0,131.0,4.0,29.0,24.0,22.0,right_only
3138,,,,,,,,,,,,,60 Fort Sumter,Knox,60 Fort Sumter,1215.0,276.0,1.0,29.0,3.0,6.0,3.0,7.0,right_only
3139,,,,,,,,,,,,,61 Halls,Knox,61 Halls,4646.0,1253.0,4.0,157.0,6.0,26.0,36.0,26.0,right_only
3140,,,,,,,,,,,,,62 Hardin Valley,Knox,62 Hardin Valley,1575.0,534.0,4.0,105.0,3.0,7.0,11.0,22.0,right_only
3141,,,,,,,,,,,,,63 Karns,Knox,63 Karns,3057.0,970.0,7.0,165.0,4.0,33.0,24.0,27.0,right_only
3142,,,,,,,,,,,,,63N Karns North,Knox,63N Karns North,1573.0,470.0,0.0,56.0,1.0,11.0,12.0,21.0,right_only
3143,,,,,,,,,,,,,64 Solway,Knox,64 Solway,2130.0,902.0,5.0,133.0,4.0,10.0,27.0,25.0,right_only
3144,,,,,,,,,,,,,65W Concord,Knox,65W Concord,3068.0,1215.0,16.0,178.0,2.0,15.0,16.0,26.0,right_only
3145,,,,,,,,,,,,,65E Shoreline,Knox,65E Shoreline,2915.0,1554.0,8.0,224.0,1.0,33.0,38.0,41.0,right_only
3146,,,,,,,,,,,,,65N Concord North,Knox,65N Concord North,1076.0,568.0,3.0,100.0,0.0,24.0,9.0,13.0,right_only
3147,,,,,,,,,,,,,66N Farragut I,Knox,66N Farragut I,4216.0,1959.0,13.0,258.0,7.0,40.0,34.0,44.0,right_only
3148,,,,,,,,,,,,,66S Farragut II,Knox,66S Farragut II,3775.0,1764.0,11.0,262.0,6.0,31.0,28.0,40.0,right_only
3149,,,,,,,,,,,,,67 North Cedar Bluff,Knox,67 North Cedar Bluff,2227.0,1522.0,9.0,234.0,8.0,18.0,39.0,38.0,right_only
3150,,,,,,,,,,,,,68 South Cedar Bluff,Knox,68 South Cedar Bluff,1702.0,1152.0,6.0,139.0,2.0,19.0,16.0,22.0,right_only
3151,,,,,,,,,,,,,68E East Cedar Bluff,Knox,68E East Cedar Bluff,554.0,577.0,1.0,74.0,4.0,12.0,19.0,8.0,right_only
3152,,,,,,,,,,,,,69E Bluegrass,Knox,69E Bluegrass,2045.0,1111.0,8.0,162.0,2.0,25.0,16.0,44.0,right_only
3153,,,,,,,,,,,,,69N West Valley,Knox,69N West Valley,1698.0,1041.0,8.0,140.0,4.0,15.0,16.0,22.0,right_only
3154,,,,,,,,,,,,,69W A. L. Lotts,Knox,69W A. L. Lotts,1588.0,995.0,4.0,115.0,2.0,25.0,18.0,21.0,right_only
3155,,,,,,,,,,,,,69S Northshore,Knox,69S Northshore,1762.0,962.0,5.0,126.0,4.0,19.0,29.0,40.0,right_only
3156,,,,,,,,,,,,,70E Amherst,Knox,70E Amherst,2593.0,1102.0,8.0,178.0,2.0,30.0,24.0,45.0,right_only
3157,,,,,,,,,,,,,70W Ball Camp,Knox,70W Ball Camp,2237.0,1213.0,7.0,167.0,3.0,34.0,35.0,39.0,right_only
3158,,,,,,,,,,,,,71 Rocky Hill,Knox,71 Rocky Hill,2525.0,1561.0,12.0,214.0,8.0,20.0,36.0,39.0,right_only
3159,,,,,,,,,,,,,72 Dante,Knox,72 Dante,2098.0,741.0,7.0,99.0,7.0,12.0,17.0,23.0,right_only
3160,,,,,,,,,,,,,73 Powell,Knox,73 Powell,3406.0,1005.0,5.0,187.0,4.0,38.0,29.0,35.0,right_only
3161,,,,,,,,,,,,,74 Shannondale,Knox,74 Shannondale,1474.0,698.0,1.0,88.0,3.0,10.0,10.0,16.0,right_only
3162,,,,,,,,,,,,,76 Sunnyview,Knox,76 Sunnyview,897.0,301.0,1.0,38.0,2.0,4.0,4.0,10.0,right_only
3163,,,,,,,,,,,,,77 Ramsey,Knox,77 Ramsey,442.0,191.0,0.0,18.0,1.0,1.0,4.0,2.0,right_only
3164,,,,,,,,,,,,,78 Riverdale,Knox,78 Riverdale,445.0,97.0,4.0,15.0,1.0,3.0,5.0,3.0,right_only
3165,,,,,,,,,,,,,79 Dora Kennedy,Knox,79 Dora Kennedy,651.0,175.0,3.0,31.0,1.0,2.0,7.0,3.0,right_only
3166,,,,,,,,,,,,,80 Corryton,Knox,80 Corryton,849.0,199.0,2.0,18.0,2.0,4.0,3.0,1.0,right_only
3167,,,,,,,,,,,,,81 Gibbs,Knox,81 Gibbs,3327.0,631.0,6.0,110.0,5.0,15.0,21.0,21.0,right_only
3168,,,,,,,,,,,,,82 Ellistown,Knox,82 Ellistown,811.0,410.0,5.0,45.0,1.0,6.0,6.0,7.0,right_only
3169,,,,,,,,,,,,,84 Ritta,Knox,84 Ritta,1957.0,739.0,9.0,99.0,0.0,16.0,12.0,21.0,right_only
3170,,,,,,,,,,,,,85 Skaggston,Knox,85 Skaggston,1026.0,263.0,3.0,25.0,2.0,4.0,6.0,5.0,right_only
3171,,,,,,,,,,,,,86 Carter,Knox,86 Carter,1074.0,242.0,5.0,41.0,4.0,1.0,6.0,11.0,right_only
3172,,,,,,,,,,,,,87 Thorngrove,Knox,87 Thorngrove,794.0,158.0,0.0,17.0,2.0,5.0,5.0,3.0,right_only
3173,,,,,,,,,,,,,89 Mt. Olive,Knox,89 Mt. Olive,1502.0,912.0,6.0,110.0,3.0,14.0,28.0,13.0,right_only
3174,,,,,,,,,,,,,90 South Doyle,Knox,90 South Doyle,1973.0,673.0,6.0,73.0,3.0,15.0,18.0,20.0,right_only
3175,,,,,,,,,,,,,92 Gap Creek,Knox,92 Gap Creek,547.0,111.0,1.0,35.0,0.0,6.0,3.0,22.0,right_only
3176,,,,,,,,,,,,,93 Hopewell,Knox,93 Hopewell,1249.0,389.0,2.0,60.0,4.0,14.0,8.0,10.0,right_only
3177,,,,,,,,,,,,,1 Tiptonville SR Citizens,Lake,1 Tiptonville SR Citizens,108.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only
3178,,,,,,,,,,,,,2 Courthouse,Lake,2 Courthouse,594.0,340.0,1.0,13.0,0.0,2.0,3.0,0.0,right_only
3179,,,,,,,,,,,,,3 Lake Co Middle,Lake,3 Lake Co Middle,655.0,216.0,4.0,5.0,1.0,3.0,3.0,0.0,right_only
3180,,,,,,,,,,,,,Henning 1,Lauderdale,Henning 1,215.0,409.0,0.0,5.0,2.0,0.0,2.0,0.0,right_only
3181,,,,,,,,,,,,,McBride 1,Lauderdale,McBride 1,291.0,155.0,0.0,4.0,1.0,0.0,2.0,0.0,right_only
3182,,,,,,,,,,,,,Conner 2,Lauderdale,Conner 2,292.0,144.0,1.0,3.0,0.0,2.0,1.0,1.0,right_only
3183,,,,,,,,,,,,,Lightfoot 5,Lauderdale,Lightfoot 5,308.0,71.0,0.0,2.0,0.0,0.0,0.0,0.0,right_only
3184,,,,,,,,,,,,,Arp 6,Lauderdale,Arp 6,367.0,104.0,3.0,8.0,3.0,1.0,0.0,0.0,right_only
3185,,,,,,,,,,,,,Central 6,Lauderdale,Central 6,561.0,136.0,0.0,10.0,0.0,2.0,1.0,0.0,right_only
3186,,,,,,,,,,,,,Edith 7,Lauderdale,Edith 7,236.0,37.0,0.0,5.0,0.0,0.0,0.0,0.0,right_only
3187,,,,,,,,,,,,,Gates 7,Lauderdale,Gates 7,350.0,197.0,0.0,5.0,0.0,3.0,1.0,0.0,right_only
3188,,,,,,,,,,,,,Nankipoo 7,Lauderdale,Nankipoo 7,320.0,53.0,0.0,6.0,0.0,1.0,0.0,0.0,right_only
3189,,,,,,,,,,,,,01-1 St. Joseph,Lawrence,01-1 St. Joseph,339.0,98.0,1.0,10.0,0.0,1.0,2.0,0.0,right_only
3190,,,,,,,,,,,,,01-2 West Loretto,Lawrence,01-2 West Loretto,367.0,151.0,3.0,14.0,2.0,4.0,2.0,0.0,right_only
3191,,,,,,,,,,,,,02-1 Loretto Civ Ctr,Lawrence,02-1 Loretto Civ Ctr,701.0,207.0,1.0,20.0,0.0,1.0,1.0,0.0,right_only
3192,,,,,,,,,,,,,03-1 SE Lawrence,Lawrence,03-1 SE Lawrence,434.0,100.0,0.0,8.0,1.0,4.0,1.0,0.0,right_only
3193,,,,,,,,,,,,,03-2 Centerpoint,Lawrence,03-2 Centerpoint,267.0,71.0,0.0,3.0,0.0,2.0,0.0,0.0,right_only
3194,,,,,,,,,,,,,04-1 Crossroads,Lawrence,04-1 Crossroads,821.0,122.0,0.0,12.0,0.0,2.0,1.0,0.0,right_only
3195,,,,,,,,,,,,,05-1 Leoma,Lawrence,05-1 Leoma,475.0,82.0,1.0,5.0,1.0,1.0,2.0,0.0,right_only
3196,,,,,,,,,,,,,05-2 Gandy,Lawrence,05-2 Gandy,251.0,48.0,0.0,4.0,0.0,0.0,1.0,0.0,right_only
3197,,,,,,,,,,,,,06-1 Iron City,Lawrence,06-1 Iron City,222.0,55.0,1.0,10.0,0.0,1.0,2.0,0.0,right_only
3198,,,,,,,,,,,,,06-2 West Point,Lawrence,06-2 West Point,371.0,97.0,0.0,11.0,1.0,0.0,4.0,0.0,right_only
3199,,,,,,,,,,,,,07-1 Lawrenceburg,Lawrence,07-1 Lawrenceburg,778.0,186.0,2.0,18.0,0.0,3.0,5.0,0.0,right_only
3200,,,,,,,,,,,,,08-1 New Prospect,Lawrence,08-1 New Prospect,947.0,186.0,2.0,19.0,1.0,3.0,5.0,0.0,right_only
3201,,,,,,,,,,,,,09-1 Ethridge,Lawrence,09-1 Ethridge,359.0,78.0,1.0,3.0,0.0,1.0,3.0,2.0,right_only
3202,,,,,,,,,,,,,09-2 Mars Hill,Lawrence,09-2 Mars Hill,353.0,67.0,2.0,5.0,0.0,0.0,5.0,0.0,right_only
3203,,,,,,,,,,,,,12-1 Center,Lawrence,12-1 Center,245.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,right_only
3204,,,,,,,,,,,,,12-2 Henryville,Lawrence,12-2 Henryville,404.0,71.0,2.0,9.0,0.0,1.0,1.0,0.0,right_only
3205,,,,,,,,,,,,,18-1 E. O. Coffman,Lawrence,18-1 E. O. Coffman,648.0,149.0,1.0,14.0,2.0,1.0,2.0,0.0,right_only
3206,,,,,,,,,,,,,1-1 Blanche,Lincoln,1-1 Blanche,712.0,110.0,1.0,13.0,0.0,2.0,4.0,1.0,right_only
3207,,,,,,,,,,,,,1-2 Molino,Lincoln,1-2 Molino,354.0,79.0,0.0,8.0,1.0,3.0,1.0,6.0,right_only
3208,,,,,,,,,,,,,1-3 Taft,Lincoln,1-3 Taft,378.0,68.0,2.0,15.0,0.0,1.0,4.0,2.0,right_only
3209,,,,,,,,,,,,,2-1 Boonshill,Lincoln,2-1 Boonshill,559.0,127.0,0.0,15.0,1.0,4.0,1.0,0.0,right_only
3210,,,,,,,,,,,,,2-2 Howell,Lincoln,2-2 Howell,358.0,92.0,0.0,14.0,0.0,2.0,2.0,4.0,right_only
3211,,,,,,,,,,,,,2-3 Petersburg,Lincoln,2-3 Petersburg,378.0,58.0,0.0,5.0,0.0,1.0,1.0,2.0,right_only
3212,,,,,,,,,,,,,3-1 Recreation Center,Lincoln,3-1 Recreation Center,522.0,267.0,0.0,21.0,2.0,5.0,1.0,8.0,right_only
3213,,,,,,,,,,,,,3-2 Liberty,Lincoln,3-2 Liberty,693.0,135.0,2.0,20.0,0.0,0.0,3.0,0.0,right_only
3214,,,,,,,,,,,,,4-1 Maranatha,Lincoln,4-1 Maranatha,745.0,142.0,2.0,10.0,1.0,2.0,2.0,3.0,right_only
3215,,,,,,,,,,,,,4-2 FNB,Lincoln,4-2 FNB,645.0,145.0,1.0,13.0,2.0,1.0,4.0,2.0,right_only
3216,,,,,,,,,,,,,5-1 Calvary,Lincoln,5-1 Calvary,571.0,124.0,2.0,14.0,1.0,0.0,5.0,5.0,right_only
3217,,,,,,,,,,,,,5-2 Armory,Lincoln,5-2 Armory,279.0,312.0,2.0,6.0,3.0,3.0,6.0,1.0,right_only
3218,,,,,,,,,,,,,6-1 Fayetteville CPC,Lincoln,6-1 Fayetteville CPC,943.0,286.0,2.0,31.0,0.0,3.0,5.0,3.0,right_only
3219,,,,,,,,,,,,,6-2 Belleville,Lincoln,6-2 Belleville,299.0,52.0,1.0,6.0,0.0,2.0,1.0,1.0,right_only
3220,,,,,,,,,,,,,6-3 Mulberry,Lincoln,6-3 Mulberry,261.0,68.0,0.0,3.0,0.0,1.0,1.0,0.0,right_only
3221,,,,,,,,,,,,,7-1 Elora,Lincoln,7-1 Elora,205.0,51.0,0.0,2.0,0.0,1.0,1.0,0.0,right_only
3222,,,,,,,,,,,,,7-2 Flintville,Lincoln,7-2 Flintville,605.0,110.0,1.0,13.0,0.0,1.0,0.0,1.0,right_only
3223,,,,,,,,,,,,,7-3 Kelso,Lincoln,7-3 Kelso,378.0,76.0,0.0,3.0,1.0,0.0,0.0,1.0,right_only
3224,,,,,,,,,,,,,8-1 Lincoln,Lincoln,8-1 Lincoln,1137.0,168.0,2.0,15.0,0.0,7.0,1.0,8.0,right_only
3225,,,,,,,,,,,,,8-2 South Lincoln,Lincoln,8-2 South Lincoln,376.0,84.0,1.0,4.0,1.0,0.0,3.0,0.0,right_only
3226,,,,,,,,,,,,,Eaton,Loudon,Eaton,2450.0,594.0,6.0,103.0,0.0,20.0,17.0,6.0,right_only
3227,,,,,,,,,,,,,Tellico V. North,Loudon,Tellico V. North,1410.0,574.0,5.0,40.0,0.0,5.0,3.0,5.0,right_only
3228,,,,,,,,,,,,,Tellico V. South,Loudon,Tellico V. South,1781.0,682.0,3.0,62.0,2.0,3.0,5.0,3.0,right_only
3229,,,,,,,,,,,,,Red Boiling Springs,Macon,Red Boiling Springs,559.0,139.0,3.0,14.0,0.0,3.0,5.0,0.0,right_only
3230,,,,,,,,,,,,,Willette,Macon,Willette,716.0,79.0,1.0,6.0,0.0,1.0,3.0,1.0,right_only
3231,,,,,,,,,,,,,County High School,Macon,County High School,707.0,82.0,1.0,7.0,0.0,0.0,2.0,0.0,right_only
3232,,,,,,,,,,,,,County Junior High,Macon,County Junior High,667.0,113.0,2.0,12.0,1.0,1.0,3.0,0.0,right_only
3233,,,,,,,,,,,,,Welcome Center,Macon,Welcome Center,792.0,106.0,1.0,11.0,0.0,3.0,3.0,0.0,right_only
3234,,,,,,,,,,,,,Lafayette,Macon,Lafayette,455.0,104.0,0.0,4.0,0.0,3.0,3.0,0.0,right_only
3235,,,,,,,,,,,,,1-1 Civic Center,Madison,1-1 Civic Center,174.0,515.0,3.0,24.0,1.0,3.0,9.0,8.0,right_only
3236,,,,,,,,,,,,,1-1 Civic Center,Warren,1-1 Civic Center,628.0,269.0,3.0,24.0,1.0,2.0,7.0,0.0,right_only
3237,,,,,,,,,,,,,1-2 Mt Moriah,Madison,1-2 Mt Moriah,57.0,944.0,2.0,5.0,0.0,1.0,5.0,0.0,right_only
3238,,,,,,,,,,,,,2-1 Alexander,Madison,2-1 Alexander,298.0,894.0,1.0,13.0,2.0,0.0,9.0,8.0,right_only
3239,,,,,,,,,,,,,2-2 Aldersgate,Madison,2-2 Aldersgate,859.0,559.0,3.0,42.0,4.0,8.0,8.0,19.0,right_only
3240,,,,,,,,,,,,,2-3 Montessori,Madison,2-3 Montessori,690.0,699.0,2.0,46.0,0.0,3.0,14.0,54.0,right_only
3241,,,,,,,,,,,,,3-1 Board of Educ,Madison,3-1 Board of Educ,574.0,580.0,2.0,19.0,4.0,10.0,7.0,7.0,right_only
